X,Y,Z,Name,type,oldName
34.7764864390001,31.2470476570001,0,אש,גן ילדים,השלושה
34.7705890190001,31.2386925060001,0,סופית,גן ילדים,
34.7987838720001,31.268486486,0,סיתוונית,גן ילדים,
34.7704810180001,31.2453189880001,0,יובלים,גן ילדים,
34.7703419420001,31.2452374700001,0,יובלים,גן ילדים,
34.7798998960001,31.2316731270001,0,כוורת,גן ילדים,יערה
34.800825155,31.2790859,0,זוויתן,גן ילדים,ירדן
34.77467154,31.2455165210001,0,כפיר,גן ילדים,
34.809356945,31.275303078,0,יער,גן ילדים,
34.7898864810001,31.270270284,0,לימון,גן ילדים,
34.7755364860001,31.2483788120001,0,מולדת,גן ילדים,
34.7856223270001,31.2465574450001,0,אריה,גן ילדים,מוריה
34.797298916,31.279709627,0,מורן,גן ילדים,
34.7644232550001,31.2382128150001,0,מי מרום,גן ילדים,מי מרום
34.8067622070001,31.2708982280001,0,נבו,גן ילדים,מירון
34.8037634080001,31.2560786610001,0,יעל,גן ילדים,מיתרים
34.7699301920001,31.2637040930001,0,נווה במדבר,גן ילדים,
34.765208816,31.2683407700001,0,נווה מנחם,גן ילדים,
34.7650248090001,31.2682265130001,0,נווה מנחם,גן ילדים,
34.773130872,31.236890004,0,חט''צ נווה שלום,גן ילדים,
34.77331109,31.236840848,0,חט''צ נווה שלום,גן ילדים,
34.7924946370001,31.2469936260001,0,אוריה,גן ילדים,נריה
34.7754603670001,31.2573266380001,0,סלעית בנות,גן ילדים,
34.7862364100001,31.248449151,0,נבל,גן ילדים,עובדי מדינה
34.770559415,31.25512138,0,עוזיאל,גן ילדים,
34.7684743790001,31.2706154630001,0,נחל,גן ילדים,
34.7793755270001,31.2370922430001,0,ממטרים,גן ילדים,
34.7564608210001,31.2665816590001,0,פעמונית,גן ילדים,
34.8047288230001,31.2733343260001,0,רמות,גן ילדים,
34.804715775,31.2735071,0,רמות,גן ילדים,
34.7656541210001,31.246625416,0,קיסריה,גן ילדים,
34.789815807,31.230990321,0,תפוח,גן ילדים,
34.767907719,31.236738142,0,תאנה,גן ילדים,
34.7731483600001,31.2664093450001,0,תהילה,גן ילדים,
34.7853290460001,31.231060374,0,אפרסמון,גן ילדים,
34.7854904070001,31.231041711,0,פפאיה,גן ילדים,
34.7852273780001,31.23104641,0,אננס,גן ילדים,
34.779932828,31.243332455,0,דבורה,גן ילדים,
34.780004472,31.243404034,0,דבש,גן ילדים,
34.7793387040001,31.2495266760001,0,סנאי,גן ילדים,
34.7758634190001,31.2412849290001,0,פרג,גן ילדים,
34.775714109,31.2411953750001,0,כלנית,גן ילדים,
34.8031187290001,31.271298567,0,משמש,גן ילדים,
34.7704406020001,31.271260897,0,ענן,גן ילדים,
34.770591746,31.2711894390001,0,עב,גן ילדים,
34.7653949730001,31.25760702,0,רעות,גן ילדים,
34.7828712520001,31.267823826,0,עמית,גן ילדים,
34.8083696950001,31.254723142,0,,גן ילדים,דובדבן
34.808212209,31.287191281,0,יפה נוף,בית ספר,
34.819902126,31.2773409980001,0,צפונה,גן ילדים,
